sentiment,headline
neutral,"Following its strategy , Tikkurila has established a fully-owned sales company TOO Tikkurila in Almaty , Kazakhstan , for marketing decorative paints under the Finnish Tikkurila brand and the Russian Teks brand ."
negative,Asian traffic declined by 3.4 per cent .
neutral,"Ahlstrom 's 5,700 employees serve customers via sales offices and production facilities in more than 20 countries on six continents ."
neutral,"Raute , headquartered in Nastola , Finland , is a technology company serving the wood products industry worldwide ."
positive,"Consumer products manufacturer Fiskars Corp. will open a distribution and warehouse center in Southaven , creating 100 jobs ."
neutral,"According to latest information , Benefon will launch its Twig device on 20 September 2006 ."
neutral,Atria will also buy the shares of Kauhajoen Teurastamokiinteistot Oy (Kauhajoki slaughterhouse property)from Itikka Co-operative .
neutral,"The joint venture will invest about EUR 500,000 in production technology straight away ."
neutral,He will report to CapMan Plc 's CEO Heikki Westerlund .
neutral,The price will be specified at the completion date .
neutral,A total of $ 78 million will be invested in the project .
neutral,"Finnish IT consultancy Satama Interactive Oyj said on November 13 , 2006 that Jarmo Lonnfors took up the position of CEO ."
neutral,"H1 '08 H1 '07 Q2 '08 Q2 '07 in mln euro , unless otherwise stated Net sales 386 328.6 201 160.7 Operating profit 46.3 35.8 23.2 9.5 Pre-tax profit 33.6 26.9 18.7 5.1 Net profit 25.1 25.4 14 4.0 EPS in euro 2.20 2.36 1.24 0.38 1.0 euro = $ 1.60 www.componenta.com"
neutral,"` Nordea 's definitely too big for Sampo to acquire , ' said an analyst ` But Sampo would appear to have an agenda for Nordea ahead of the privatisation ."
neutral,`` Fixed Mobile Convergence solutions represent a key value proposition in today 's communication market .
neutral,`` There is no room to modify the share component as we have already indicated . ''
neutral,`` We could be there .
positive,`` We were the lowest bidders and now the final approval is awaited . ''
neutral,"1 p.m. Central office of Nordea Bank 19 3-ya ulitsa Yamskogo Polya , Building 1 Telephone : 495 777-34-77 ext. 3932 , 3931 03.02.2011 Unimilk - EGM 03-04 .02.2011 XVI international business-summit Food Business Russia 2011 will take place ."
neutral,"128,538 shares can still be subscribed for with Series E share options , max ."
neutral,15 November 2010 - Finnish energy company Fortum Oyj HEL : FUM1V said today it and partners started negotiations to establish a new operating model for energy supply in the Turku region of western Finland .
neutral,"561,470 new shares under 2003 option rights plan Packaging company Huhtamaki Oyj reported on Monday that a total of 561,470 new shares of the company have been issued based on share subscriptions under its 2003 option rights plan ."
neutral,"A meeting for the media and analysts will be held on the same day at 10:30 a.m. at Stonesoft Headquarters in Helsinki , Italahdenkatu 22 A. The Interim report will be presented by Stonesoft 's CEO Ilkka Hiidenheimo ."
neutral,A meeting of Glisten shareholders to vote on the bid will be held on 12 March .
neutral,"A replay will be available until 27 October 2006 in the following numbers : US callers : +1 617-�801-�6888 , non-US callers : +44 20 7365 8427 , access code : 2659 5401 ."
neutral,"A spokesman said : `` The food store center , subject to council and local support , could comprise a supermarket or smaller store and other niche outlets , and this will be firmed up following consultation with the council and local community regarding appropriate uses and occupiers . ''"
neutral,"A total of 185 Wonderware Certified SIs are available to integrate and support Wonderware products such as InTouch -� HMI software , IndustrialSQL Server historian , Wonderware Information Server , DT Analyst software or QI Analyst SPC software ."
neutral,A. Le Coq had a market share of 41.3 percent and rival beverage group Saku 32.1 percent .
neutral,"About 36 % of this came from Aspo Chemicals , 39 % from Aspo Shipping and 25 % from Aspo Systems ."
neutral,"About 72 % of Evraz Group shares are owned by Lanebrook , whose beneficiaries , on the one hand , are Millhouse , the holding company for the assets of billionaire Roman Abramovich and his business partners 50 % ; and Evraz executives Alexander Abramov and Alexander Frolov 50 % , on the other ."
neutral,Absolut Bank is exploring the possibility of further borrowing .
neutral,Aker Yards Finland will begin using Chinese subcontractors at its Finnish shipyards .
positive,Finnish food industry companies HK Ruokatalo and Atria will form a joint venture company called L+�nsi-Kalkkuna to produce turkey meat .
neutral,Finnish food industry company L+�nnen Tehtaat is planning changes to its fish product business .
negative,Finnish plumbing and heating systems supplier Uponor is temporarily laying off its whole workforce in Finland for two weeks as of mid-July 2009 .
neutral,Finnish property investment company Citycon plans to issue directed subordinated convertible bonds to institutional investors .
neutral,"In Finland , Hamina Cargo Terminal , of Finnish Nurminen Logistics , has purchased a warehouse with ground lease rights in the Port of Hamina ."
negative,"In Finland , metal sector company Componenta is laying off temporarily the staff of its Pori mill from Christmas 2008 till 6 January 2009 ."
neutral,"Member of the HK Ruokatalo Group in Finland , Scan , is launching a joint venture slaughterhouse with Team Ugglarp in Sk+_ne , southern Sweden ."
neutral,"The largest construction company in Finland , YIT Corporation , is to acquire 70 % of the shares in the Slovak construction company Reding Bratislava ."
negative,"According to Aktia Asset Management , Finnish analysts ' forecasts for 2009 are still too high ."
neutral,"According to business media reports , Usmanov planned to transfer his MegaFon stake to the state-controlled Svyazinvest , in exchange for a stake in the merged RosTelecom ."
neutral,"According to CEO Hannu Syrj+�nen , a new common name and visual identity is required as the group has grown and internationalised ."
neutral,"According to Gallup Food and Farm Facts , beef consumption totaled 99mn kilos in Finland in 2007 ."
neutral,"According to him , construction work will start in spring 2007 , and the facility is to be commissioned in spring 2008 ."
neutral,"According to Soosalu , particular attention was paid to residents privacy and security in the design of the Aleksandri Street building ."
neutral,"According to statistics by the Finnish Maritime Administration , shipping did not increase much in January-August 2009 , however ."
neutral,"According to the company , a decision in the issue will be made in the summer of 2010 , at the earliest , and in the summer of 2011 , at the latest ."
neutral,"According to the company , the lay-offs will be temporary ."
neutral,"According to the Finnish-Russian Chamber of Commerce , all the major construction companies of Finland are operating in Russia ."
neutral,"According to the notification , the holdings of Ameriprice Inc. and its group companies are now in total 808,973 shares , which represent 3.582 % of Tekla -� s shares and voting rights ."
neutral,"According to the report , Elisa 's and DNA 's joint market share of Finland 's telecom market is 59 % ."
neutral,After that the two companies sat down and sewed up the present deal .
neutral,"After the sale , Savcor Group Ltd will comprise Savcor ART , a corporate function and an investment in Cencorp Corporation ."
neutral,"Ahlstrom 's 5,800 employees serve customers via sales offices and production facilities in more than 20 countries on six continents ."
neutral,Ahlstrom 's share is quoted on the NASDAQ OMX Helsinki .
neutral,Ahlstrom 's share is quoted on the NASDAQ OMX Helsinki .
neutral,Airbus will attempt to evacuate up to 873 people within 90 seconds .
neutral,"ALEXANDRIA , Va. , June 7 -- Michael G. Williams of Newbury Park , Calif. , has developed a network device ."
neutral,All rights reserved .
neutral,All YIT Capital Markets Day materials will be available on the company 's Internet site at www.yitgroup.com/investors at 10:30 on September 26 .
neutral,"Alma Media holds 70 % of this company , the remaining shares being owned by the company 's key employees ."
neutral,Almost the entire office building will be occupied by Metso .
neutral,"Also , Westpac is to issue a benchmark , 18 month FRN deal in Euros ."
neutral,Also the development of online businesses will continue .
neutral,Altimo previously agreed a similar deal with Telenor to merge their stakes in VimpelCom and Kyivstar-GSM .
neutral,As a part of the agreement 10 employees from the John Deere Forestry documentation functions will transfer to DokuMentori Oy .
neutral,"As a result , a total of 82 employees would be given notice ."
neutral,"As a result of the transaction , Sanoma Budapest has acquired a stake in the online store Egeszsegbolt ."
